Назва,Вид,Місто,Сайт,Пошта (Email)
"Готель Злата","Готель / Гостиниця","Україна","",""
"Долина Гір","Готель / Гостиниця","Україна","","dolynagir@gmail.com"
"Музей Футболу","Готель / Гостиниця","Україна","",""
"Гражда","Готель / Гостиниця","Поляниця","",""
"Patkovski","Готель / Гостиниця","Україна","",""
"Зірка Буковелю","Готель / Гостиниця","Україна","",""
"Саксония","Готель / Гостиниця","Україна","",""
"Детский оздоровительный лагерь ""Лебяжий""","Готель / Гостиниця","Україна","",""
"КаРо","Готель / Гостиниця","Україна","",""
"Хостел Солодкий Сон","Готель / Гостиниця","Україна","https://solodkyison.com.ua/","hostelsweetdream@gmail.com"
"Баккара","Готель / Гостиниця","Україна","https://bakkara-hotel.com.ua/","reservation@bakkara-hotel.com.ua"
"Хмелева","Готель / Гостиниця","Україна","",""
"Оезерецькі бані","Готель / Гостиниця","Україна","",""
"Алиса","Готель / Гостиниця","Україна","",""
"Форвард","Готель / Гостиниця","Україна","",""
"Дом с аистом","Готель / Гостиниця","Никита","",""
"Солнышко на Солнышке","Готель / Гостиниця","Україна","","sun-crimea@mail.ru"
"Тихе Плесо","Готель / Гостиниця","Соснівка","","poky@mail.lviv.ua"
"ДОЛ Лазурный","Готель / Гостиниця","Україна","",""
"Golden Time","Готель / Гостиниця","Україна","",""
"Кафтман","Готель / Гостиниця","Україна","",""
"Юкон","Готель / Гостиниця","Україна","",""
"Волна Поднебесная","Готель / Гостиниця","Україна","",""
"1 корпус","Готель / Гостиниця","Україна","",""
"6 корпус","Готель / Гостиниця","Україна","",""
"2 корпус","Готель / Гостиниця","Україна","",""
"Виноградів","Готель / Гостиниця","Виноградів","",""
"У баби Наталки","Готель / Гостиниця","Україна","",""
"Готель-бар Білий Парус","Готель / Гостиниця","Україна","","udych.lena@gmail.com"
"Пансіонат ""Нафтохімік України""","Готель / Гостиниця","Україна","",""
"ЗОВ - ""Аіст""","Готель / Гостиниця","Україна","",""
"Vera Lux","Готель / Гостиниця","Україна","",""
"Хортица","Готель / Гостиниця","Україна","",""
"Цемент","Готель / Гостиниця","Україна","",""
"Park Hotel Bristol","Готель / Гостиниця","Україна","",""
"Гостевой дом Green Hill","Готель / Гостиниця","Україна","",""
"""У Людмили""","Готель / Гостиниця","Україна","",""
"DreamDom","Готель / Гостиниця","Прибрежное","",""
"База відпочинку заводу ""Полімермаш""","Готель / Гостиниця","Україна","",""
"База відпочинку ""Зоря""","Готель / Гостиниця","Україна","",""
"У Фаїни","Готель / Гостиниця","Україна","",""
"База відпочинку ""Зелений вогник""","Готель / Гостиниця","Україна","",""
"Туристична база ""Вогник""","Готель / Гостиниця","Україна","",""
"eco-aus-haus","Готель / Гостиниця","Україна","",""
"Terrace","Готель / Гостиниця","Україна","",""
"КАРПМК","Готель / Гостиниця","Україна","",""
"Алмаз плюс","Готель / Гостиниця","Україна","",""
